filing_year,filing_month,pub_year,pub_month,grant_year,grant_month,assignee_name,patent_count,parent_company,filing_date,pub_date,grant_date,pub_before_filing,grant_before_filing,grant_before_pub,date_inconsistent
2014,9,2021,7,2021,7,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2021-07-01,2021-07-01,FALSE,FALSE,FALSE,FALSE
2014,9,2018,8,2018,8,MICROSOFT TECHNOLOGY LICENSING LLC,8,Microsoft,2014-09-01,2018-08-01,2018-08-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,11,2020,11,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2020-11-01,2020-11-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,11,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2017-11-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2023,3,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2023-03-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2019,12,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2019-12-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2016,9,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,4,Microsoft,2014-09-01,2016-09-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2017,4,2017,4,MICROSOFT TECHNOLOGY LICENSING LLC,7,Microsoft,2014-09-01,2017-04-01,2017-04-01,FALSE,FALSE,FALSE,FALSE
2014,9,2018,3,2018,3,MICROSOFT TECHNOLOGY LICENSING LLC,7,Microsoft,2014-09-01,2018-03-01,2018-03-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,8,2020,8,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2020-08-01,2020-08-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,9,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2017-09-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2018,2,2018,2,MICROSOFT TECHNOLOGY LICENSING LLC,5,Microsoft,2014-09-01,2018-02-01,2018-02-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,5,2017,5,MICROSOFT TECHNOLOGY LICENSING LLC,9,Microsoft,2014-09-01,2017-05-01,2017-05-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,3,2016,3,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2016-03-01,2016-03-01,FALSE,FALSE,FALSE,FALSE
2014,9,2023,1,2023,1,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2023-01-01,2023-01-01,FALSE,FALSE,FALSE,FALSE
2014,9,2018,1,2018,1,MICROSOFT TECHNOLOGY LICENSING LLC,6,Microsoft,2014-09-01,2018-01-01,2018-01-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,2,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,10,Microsoft,2014-09-01,2020-02-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2017,3,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2017-03-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2020,10,2020,10,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2020-10-01,2020-10-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,12,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2022-12-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2020,4,2020,4,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2020-04-01,2020-04-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,1,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-01-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2021,3,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2021-03-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2018,1,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2018-01-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2015,3,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,8,Microsoft,2014-09-01,2015-03-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2021,10,2021,10,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2021-10-01,2021-10-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,2,2022,2,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-02-01,2022-02-01,FALSE,FALSE,FALSE,FALSE
2014,9,2018,5,2018,5,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2018-05-01,2018-05-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,1,2017,1,MICROSOFT TECHNOLOGY LICENSING LLC,6,Microsoft,2014-09-01,2017-01-01,2017-01-01,FALSE,FALSE,FALSE,FALSE
2014,9,2019,8,2019,8,MICROSOFT TECHNOLOGY LICENSING LLC,4,Microsoft,2014-09-01,2019-08-01,2019-08-01,FALSE,FALSE,FALSE,FALSE
2014,9,2026,3,2026,3,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2026-03-01,2026-03-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,9,2017,9,MICROSOFT TECHNOLOGY LICENSING LLC,5,Microsoft,2014-09-01,2017-09-01,2017-09-01,FALSE,FALSE,FALSE,FALSE
2014,9,2021,3,2021,3,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2021-03-01,2021-03-01,FALSE,FALSE,FALSE,FALSE
2014,9,2021,1,2021,1,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2021-01-01,2021-01-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,11,2022,11,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-11-01,2022-11-01,FALSE,FALSE,FALSE,FALSE
2014,9,2019,5,2019,5,MICROSOFT TECHNOLOGY LICENSING LLC,8,Microsoft,2014-09-01,2019-05-01,2019-05-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,12,2020,12,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2020-12-01,2020-12-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,10,2017,10,MICROSOFT TECHNOLOGY LICENSING LLC,7,Microsoft,2014-09-01,2017-10-01,2017-10-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,9,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-09-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2018,11,2018,11,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2018-11-01,2018-11-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,12,2017,12,MICROSOFT TECHNOLOGY LICENSING LLC,8,Microsoft,2014-09-01,2017-12-01,2017-12-01,FALSE,FALSE,FALSE,FALSE
2014,9,2021,4,2021,4,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2021-04-01,2021-04-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,10,2022,10,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-10-01,2022-10-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,4,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2020-04-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2016,3,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,30,Microsoft,2014-09-01,2016-03-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2016,8,2016,8,MICROSOFT TECHNOLOGY LICENSING LLC,7,Microsoft,2014-09-01,2016-08-01,2016-08-01,FALSE,FALSE,FALSE,FALSE
2014,9,2017,11,2017,11,MICROSOFT TECHNOLOGY LICENSING LLC,9,Microsoft,2014-09-01,2017-11-01,2017-11-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,6,2020,6,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2020-06-01,2020-06-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,8,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,17,Microsoft,2014-09-01,2016-08-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2015,8,2015,8,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2015-08-01,2015-08-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,5,2020,5,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2020-05-01,2020-05-01,FALSE,FALSE,FALSE,FALSE
2014,9,2018,9,2018,9,MICROSOFT TECHNOLOGY LICENSING LLC,8,Microsoft,2014-09-01,2018-09-01,2018-09-01,FALSE,FALSE,FALSE,FALSE
2014,9,2022,5,2022,5,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-05-01,2022-05-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,5,2016,5,MICROSOFT TECHNOLOGY LICENSING LLC,5,Microsoft,2014-09-01,2016-05-01,2016-05-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,7,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,48,Microsoft,2014-09-01,2016-07-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2015,4,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,6,Microsoft,2014-09-01,2015-04-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2018,12,2018,12,MICROSOFT TECHNOLOGY LICENSING LLC,6,Microsoft,2014-09-01,2018-12-01,2018-12-01,FALSE,FALSE,FALSE,FALSE
2014,9,2018,5,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,4,Microsoft,2014-09-01,2018-05-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2021,4,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2021-04-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2019,10,2019,10,MICROSOFT TECHNOLOGY LICENSING LLC,5,Microsoft,2014-09-01,2019-10-01,2019-10-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,10,2016,10,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2016-10-01,2016-10-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,11,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2016-11-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2019,7,2019,7,MICROSOFT TECHNOLOGY LICENSING LLC,4,Microsoft,2014-09-01,2019-07-01,2019-07-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,5,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,21,Microsoft,2014-09-01,2016-05-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2019,2,2019,2,MICROSOFT TECHNOLOGY LICENSING LLC,9,Microsoft,2014-09-01,2019-02-01,2019-02-01,FALSE,FALSE,FALSE,FALSE
2014,9,2020,3,2020,3,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2020-03-01,2020-03-01,FALSE,FALSE,FALSE,FALSE
2014,9,2023,1,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,2,Microsoft,2014-09-01,2023-01-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2022,2,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2022-02-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2017,7,2017,7,MICROSOFT TECHNOLOGY LICENSING LLC,6,Microsoft,2014-09-01,2017-07-01,2017-07-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,4,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,12,Microsoft,2014-09-01,2016-04-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2017,12,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,5,Microsoft,2014-09-01,2017-12-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2019,12,2019,12,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2019-12-01,2019-12-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,2,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,7,Microsoft,2014-09-01,2016-02-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2019,10,0,0,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2019-10-01,NA,FALSE,FALSE,FALSE,FALSE
2014,9,2020,1,2020,1,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2020-01-01,2020-01-01,FALSE,FALSE,FALSE,FALSE
2014,9,2016,2,2016,2,MICROSOFT TECHNOLOGY LICENSING LLC,3,Microsoft,2014-09-01,2016-02-01,2016-02-01,FALSE,FALSE,FALSE,FALSE
2014,9,2023,3,2023,3,MICROSOFT TECHNOLOGY LICENSING LLC,1,Microsoft,2014-09-01,2023-03-01,2023-03-01,FALSE,FALSE,FALSE,FALSE
